content,Predicted_Sentiment
oil double price compared last year opec laughing barackobama,Neutral
fast furious gun running goes way white house need answers,Positive
barackobama wishes speeches could create jobs job costing america,Neutral
un use assembly attack israel defund un entirely act resp cont,Neutral
barackobama trillion stimulus supposed create jobs instead gave us debt higher unemployment,Neutral
usa take oil iraq repayment liberation,Positive
us told libya rebels give us 50 oil military support,Negative
robust growing economy fix social security medicare cuts seniors,Neutral
barackobama selling guns mexican drug dealers,Neutral
america needs tough negotiator community organizer,Neutral
interview gretawire last night foxnews barackobama missed opportunity,Positive
interview yesterday ingrahamangle,Positive
speeches could create jobs barackobama dismal economic record,Neutral
china happy learn barackobama plans borrow another 300 billion barackobama favorite client,Negative
un planning attack israel sovereignty ignore iran nuclear program us look future funding,Negative
ivankatrump always makes proud,Negative
watched potus speech europe old tax spend create jobs,Neutral
barackobama stimulus fail like first,Positive
want jobs slash corporate tax rate tax incentives companies create jobs us america boom,Neutral
exciting macy herald square wednesday 5 30pm celebrate launch trump home crystal,Negative
iran nuclear program must stopped means necessary,Negative
world economic forum ranks us fifth competitive economy world fallen first barackobama,Positive
watch 2011 missuniverse pageant tonight 9pm nbc,Positive
thoughts andyroddick today trumpvlog,Neutral
american economy would grow washington keep threatening higher taxes regulations government solution,Negative
friends ny 9 let barackobama know approve mistreatment israel vote bobturner9th tomorrow,Positive
urging friends brooklyn vote bob turner tomorrow send barackobama message,Positive
economy ever recover barackobama keeps threatening private sector taxes way spur growth,Negative
eric trump foundation golf invitational benefiting st jude children research hospital today cont,Neutral
white house continuing openly uncooperative fast furious investigation american lives lost need answers,Positive
proud new crystal collection sneak peak favorite collection elmsford cont,Neutral
immediately close tax loopholes favor foreign investments taking jobs overseas cont,Neutral
barackobama hear loud clear today message ny 9 sending electing bobturner9th israel friend ally,Neutral
looking forward seeing afternoon macy herald square 5 30 pm crystal department 8,Negative
bob turner great guy great businessman great congressman happy help win,Positive
barackobama ny 9 hope get message support israel raise taxes,Neutral
interview yesterday teamcavuto discuss dick cheney china,Negative
barackobama job bill contains word tax 330 times sure work,Negative
third gun linked fast furious identified border agent murder scene white house come clean,Neutral
dinner rickperry last night great guy straight shooter impressive record,Neutral
foxnews interview last night gretawire 2012 wait see,Positive
solyndra scandal barackobama 500million photo op loves wasting money,Neutral
imagine barackobama passed cap trade energy costs would double already record highs,Positive
create jobs american economy protecting manufacturing sector,Positive
applaud netanyahu announcing show un defend israel true us friend great leader,Neutral
barackobama honored excited listed attackwatch thanks btw jobs donald,Neutral
barackobama great job solyndra extremely skilled venture capitalist stick memoirs speeches,Negative
cost money think bigger art deal,Neutral
thoughts emmys today trumpvlog,Neutral
china tenth natural resources would already energy independent instead continue buy oil opec,Negative
watch latest appearance squawk box,Neutral
increasingly concerned un ploy israel coming week monitor events closely australia,Negative
raising taxes create jobs washington answers new leadership needed,Negative
interview recently aired cnbc squawk box cont,Positive
seems never problem barackobama cannot find reason another speech another tax,Neutral
find really hard listen barackobama speeches clue,Neutral
barackobama method spending stimulus obama fundraiser linked loan program aided solyndra,Neutral
sorry miss cpac gathering orlando spirit obama must go,Positive
going think think big art deal,Neutral
obamacare destroy small business backbone america economy,Positive
rick perry right says must stand israel un,Neutral
finished speaking sydney australia front 20 000 people today melbourne anot cont,Neutral
next president must stop china rip america,Negative
china neither ally friend want beat us country,Negative
australia beautiful country terrific people love america,Positive
barackobama jobs plan sure looks like tax increase plan,Neutral
erictrump great job completing new trump winery virginia,Negative
government waste fraud abuse immediately addressed help solve deficit crisis short long term,Neutral
time cut military spending must remain strong enemies looking weakness cont,Neutral
make faith freedom confab orlando sent video,Neutral
deficit spending china gain barackobama bankrupting country,Negative
opec ripping us oil ripping investing unproven green energy solyndra,Positive
obama care taxes vest 2014 conveniently 2012 election coincidence,Positive
country debt crisis cannot solved tax increases must cut government spending,Positive
obamacare major threat america entrepreneurial spirit competitiveness small businesses b cont,Neutral
foxnews interview yesterday teamcavuto discussing economy trip australia mittromne cont,Neutral
foxnews interview last night gretawire discussing yesterday meeting mittromney,Neutral
cnn interview wolfblitzercnn yesterday discussing meeting mittromney,Positive
great interview donaldjtrumpjr globeandmail trump tower toronto,Positive
seems barackobama tax dollars buy guns mexican drug lords used kill americans need answers,Positive
economy struggling opec continues rip us output low price high ar cont,Neutral
happy new year jewish friends,Positive
interview yesterday seanhannity,Positive
obamacare must completely repealed recent report ubs shows number one reason employers hiring,Positive
great interview postedtoronto donaldjtrumpjr makes proud,Positive
china stealing jobs need demand china stop manipulating currency end rampant corporate espionage,Negative
sleepy chuck todd nbc falls far short late great tim russert,Negative
barackobama present actual budget enough games,Neutral
erictrumpfdn golf invitational featuring performance bretmichaels great event enjoy video,Negative
